first_author,year_of_publication,yi,vi,cit_count,n_incl_es,year,no_link,year_of_pub_chr,preference
Pachur,2017,0.1647008418639382,0.004871699304174905,7,120,2017,FALSE,2017,risk
Pachur,2017,0.1647008418639382,0.004871699304174905,9,120,2018,FALSE,2017,risk
Pachur,2017,0.1647008418639382,0.004871699304174905,13,120,2019,FALSE,2017,risk
Pachur,2017,0.1647008418639382,0.004871699304174905,13,120,2020,FALSE,2017,risk
Pachur,2017,0.1647008418639382,0.004871699304174905,19,120,2021,FALSE,2017,risk
Pachur,2017,0.1647008418639382,0.004871699304174905,23,120,2022,FALSE,2017,risk
McCleskey,2021,0.04,0.0019393045914396895,19,515,2021,FALSE,2021,risk
McCleskey,2021,0.04,0.0019393045914396895,28,515,2022,FALSE,2021,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,2,900.8333333333334,2017,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,13,900.8333333333334,2018,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,9,900.8333333333334,2019,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,16,900.8333333333334,2020,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,16,900.8333333333334,2021,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,16,900.8333333333334,2022,FALSE,2016,risk
Mamerow,2016,-0.05699512177585076,6.333025430729023e-4,0,900.8333333333334,2016,FALSE,2016,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,6,87,2015,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,2,87,2016,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,2,87,2017,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,4,87,2018,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,6,87,2019,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,11,87,2020,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,3,87,2021,FALSE,2015,risk
Kurnianingsih,2015,-0.24077213912956394,0.007015906500891044,7,87,2022,FALSE,2015,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,4,158,2016,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,8,158,2017,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,6,158,2018,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,9,158,2019,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,11,158,2020,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,12,158,2021,FALSE,2016,risk
Koscielniak,2016,-0.32337594815627946,0.0036494945262495375,12,158,2022,FALSE,2016,risk
Kim,2022,-0.45021040348389285,0.017734037765412356,NA,34,2022,TRUE,2022,risk
Huang,2013,-0.11,0.006216219171974524,1,158,2013,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,1,158,2014,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,11,158,2015,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,4,158,2016,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,1,158,2017,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,5,158,2018,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,3,158,2019,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,3,158,2020,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,3,158,2021,FALSE,2013,risk
Huang,2013,-0.11,0.006216219171974524,3,158,2022,FALSE,2013,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,1,130,2015,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,1,130,2016,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,8,130,2017,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,2,130,2018,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,3,130,2019,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,10,130,2020,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,4,130,2021,FALSE,2015,risk
Huang,2015,-0.07153466446580686,0.007712658771703595,2,130,2022,FALSE,2015,risk
Hess,2018,-0.0012276025564173876,0.006250174156135619,1,41,2020,FALSE,2018,risk
Hess,2018,-0.0012276025564173876,0.006250174156135619,1,41,2021,FALSE,2018,risk
Hess,2018,-0.0012276025564173876,0.006250174156135619,0,41,2018,FALSE,2018,risk
Hess,2018,-0.0012276025564173876,0.006250174156135619,0,41,2019,FALSE,2018,risk
Hess,2018,-0.0012276025564173876,0.006250174156135619,0,41,2022,FALSE,2018,risk
Herman,2018,-0.11800000000000001,0.0017148957279999994,11,568,2019,FALSE,2018,risk
Herman,2018,-0.11800000000000001,0.0017148957279999994,17,568,2020,FALSE,2018,risk
Herman,2018,-0.11800000000000001,0.0017148957279999994,17,568,2021,FALSE,2018,risk
Herman,2018,-0.11800000000000001,0.0017148957279999994,27,568,2022,FALSE,2018,risk
Herman,2018,-0.11800000000000001,0.0017148957279999994,0,568,2018,FALSE,2018,risk
Grover,2021,-0.018741828222493966,0.004546708882348611,3,137.5,2021,FALSE,2021,risk
Grover,2021,-0.018741828222493966,0.004546708882348611,8,137.5,2022,FALSE,2021,risk
Gaechter,2022,-0.6209802769705234,0.007010551160045742,70,45,2022,FALSE,2022,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,1,84,2015,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,2,84,2016,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,3,84,2017,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,1,84,2018,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,2,84,2019,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,5,84,2020,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,4,84,2021,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,4,84,2022,FALSE,2014,risk
Chen,2014,-0.2307234797017908,0.006000578173901023,0,84,2014,FALSE,2014,risk
Chen,2021,0.16588192083501893,0.004913150908298809,1,95,2021,FALSE,2021,risk
Chen,2021,0.16588192083501893,0.004913150908298809,5,95,2022,FALSE,2021,risk
Brand,2013,0.22,0.0016862989944134072,3,538,2013,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,9,538,2014,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,9,538,2015,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,6,538,2016,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,13,538,2017,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,4,538,2018,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,3,538,2019,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,2,538,2020,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,3,538,2021,FALSE,2013,risk
Brand,2013,0.22,0.0016862989944134072,8,538,2022,FALSE,2013,risk
Frey,2021,-0.0014511180724350687,6.811683651864969e-4,19,916,2021,FALSE,2021,risk
Frey,2021,-0.0014511180724350687,6.811683651864969e-4,25,916,2022,FALSE,2021,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,2,92,2017,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,8,92,2018,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,10,92,2019,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,17,92,2020,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,17,92,2021,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,21,92,2022,FALSE,2016,risk
Seaman,2016,-0.08384550998450828,0.010835047063611832,0,92,2016,FALSE,2016,risk
Thrailkill,2022,0.016456183721291092,0.0023967828809845133,2,418,2022,FALSE,2022,risk
Schulman,2022,0.06903850768711196,0.002746299515166238,1,127,2022,FALSE,2022,risk
Rodrigues,2022,0.021605363333629935,0.005955733708297974,0,105,2022,FALSE,2022,risk
Horn,2022,-0.03988438043862043,0.0022642609845785464,0,143,2022,FALSE,2022b,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,2,60,2012,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,4,60,2013,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,4,60,2014,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,10,60,2015,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,20,60,2016,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,14,60,2017,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,25,60,2018,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,18,60,2019,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,26,60,2020,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,30,60,2021,FALSE,2012,risk
Albert,2012,-0.25081062947555355,0.014648349174167092,32,60,2022,FALSE,2012,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,1,13198,2018,FALSE,2017,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,1,13198,2019,FALSE,2017,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,1,13198,2020,FALSE,2017,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,2,13198,2021,FALSE,2017,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,3,13198,2022,FALSE,2017,risk
Wolfe,2017,-0.0421,7.550642732721135e-5,0,13198,2017,FALSE,2017,risk
Wolfe,2017,0.0396,7.553732962989963e-5,1,13198,2018,FALSE,2017,time
Wolfe,2017,0.0396,7.553732962989963e-5,1,13198,2019,FALSE,2017,time
Wolfe,2017,0.0396,7.553732962989963e-5,1,13198,2020,FALSE,2017,time
Wolfe,2017,0.0396,7.553732962989963e-5,2,13198,2021,FALSE,2017,time
Wolfe,2017,0.0396,7.553732962989963e-5,3,13198,2022,FALSE,2017,time
Wolfe,2017,0.0396,7.553732962989963e-5,0,13198,2017,FALSE,2017,time
Roalf,2012,0.14378292432655704,0.018246141752059544,2,54,2012,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,3,54,2013,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,9,54,2014,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,10,54,2015,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,14,54,2016,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,5,54,2017,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,12,54,2018,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,12,54,2019,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,19,54,2020,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,14,54,2021,FALSE,2012,time
Roalf,2012,0.14378292432655704,0.018246141752059544,11,54,2022,FALSE,2012,time
Sparrow,2018,-0.3448495796581684,0.005950484265482763,1,58,2019,FALSE,2018,time
Sparrow,2018,-0.3448495796581684,0.005950484265482763,17,58,2020,FALSE,2018,time
Sparrow,2018,-0.3448495796581684,0.005950484265482763,4,58,2021,FALSE,2018,time
Sparrow,2018,-0.3448495796581684,0.005950484265482763,10,58,2022,FALSE,2018,time
Sparrow,2018,-0.3448495796581684,0.005950484265482763,0,58,2018,FALSE,2018,time
Bauer,2010,0.0625902272860312,0.001868357578371492,4,532,2010,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,4,532,2011,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,6,532,2012,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,3,532,2013,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,11,532,2014,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,12,532,2015,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,4,532,2016,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,8,532,2017,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,9,532,2018,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,4,532,2019,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,9,532,2020,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,10,532,2021,FALSE,2010,time
Bauer,2010,0.0625902272860312,0.001868357578371492,7,532,2022,FALSE,2010,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2015,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2016,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2017,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2018,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2019,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2020,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2021,TRUE,2015,time
Buono,2015,0.34789942298637144,0.0200935044693298,NA,38,2022,TRUE,2015,time
Eppinger,2018,-0.1498433579542827,0.019675852422404938,0,50,2018,FALSE,2018,time
Eppinger,2018,-0.1498433579542827,0.019675852422404938,5,50,2019,FALSE,2018,time
Eppinger,2018,-0.1498433579542827,0.019675852422404938,6,50,2020,FALSE,2018,time
Eppinger,2018,-0.1498433579542827,0.019675852422404938,1,50,2021,FALSE,2018,time
Eppinger,2018,-0.1498433579542827,0.019675852422404938,4,50,2022,FALSE,2018,time
Garza,2016,-0.07771101628308541,0.006194580290457418,6,161,2016,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,8,161,2017,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,8,161,2018,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,12,161,2019,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,19,161,2020,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,16,161,2021,FALSE,2016,time
Garza,2016,-0.07771101628308541,0.006194580290457418,13,161,2022,FALSE,2016,time
Green,1994,-0.7189773358687578,0.0476190476190476,39,24,1995,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,42,24,1996,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,15,24,1997,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,14,24,1998,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,21,24,1999,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,20,24,2000,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,23,24,2001,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,33,24,2002,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,25,24,2003,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,24,24,2004,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,42,24,2005,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,31,24,2006,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,24,24,2007,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,45,24,2008,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,50,24,2009,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,55,24,2010,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,71,24,2011,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,85,24,2012,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,79,24,2013,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,65,24,2014,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,88,24,2015,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,74,24,2016,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,96,24,2017,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,84,24,2018,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,70,24,2019,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,81,24,2020,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,76,24,2021,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,54,24,2022,FALSE,1994,time
Green,1994,-0.7189773358687578,0.0476190476190476,0,24,1994,FALSE,1994,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,2,48,2014,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,7,48,2015,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,9,48,2016,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,5,48,2017,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,7,48,2018,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,6,48,2019,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,15,48,2020,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,4,48,2021,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,6,48,2022,FALSE,2013,time
Halfmann,2013,0.0486279277201258,0.021176090233634558,0,48,2013,FALSE,2013,time
Jimura,2011,0.32795403958390196,0.02702702702702702,4,40,2011,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,11,40,2012,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,10,40,2013,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,11,40,2014,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,19,40,2015,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,20,40,2016,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,8,40,2017,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,14,40,2018,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,15,40,2019,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,17,40,2020,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,11,40,2021,FALSE,2011,time
Jimura,2011,0.32795403958390196,0.02702702702702702,15,40,2022,FALSE,2011,time
Li,2013,-0.0842871938175825,0.0017560909719425738,2,336,2013,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,21,336,2014,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,23,336,2015,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,37,336,2016,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,23,336,2017,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,27,336,2018,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,26,336,2019,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,45,336,2020,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,22,336,2021,FALSE,2013,time
Li,2013,-0.0842871938175825,0.0017560909719425738,31,336,2022,FALSE,2013,time
Liu,2016,0.1568286146759509,0.001085308165596649,1,543,2016,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,4,543,2017,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,2,543,2018,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,1,543,2019,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,6,543,2020,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,4,543,2021,FALSE,2016,time
Liu,2016,0.1568286146759509,0.001085308165596649,4,543,2022,FALSE,2016,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,1,26,2009,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,2,26,2010,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,10,26,2011,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,4,26,2012,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,6,26,2013,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,5,26,2014,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,10,26,2015,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,9,26,2016,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,9,26,2017,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,7,26,2018,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,6,26,2019,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,15,26,2020,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,8,26,2021,FALSE,2009,time
Whelan,2009,-0.12211872147250907,0.028732756387840983,9,26,2022,FALSE,2009,time
Bickel,2014,-0.0466,8.568516313879806e-4,3,1163,2014,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,12,1163,2015,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,14,1163,2016,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,15,1163,2017,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,15,1163,2018,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,8,1163,2019,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,18,1163,2020,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,14,1163,2021,FALSE,2014,time
Bickel,2014,-0.0466,8.568516313879806e-4,11,1163,2022,FALSE,2014,time
Boyle,2012,-0.035,0.002577652456395348,3,388,2013,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,1,388,2014,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,4,388,2015,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,5,388,2016,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,2,388,2017,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,3,388,2018,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,2,388,2019,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,7,388,2020,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,1,388,2021,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,4,388,2022,FALSE,2012,time
Boyle,2012,-0.035,0.002577652456395348,0,388,2012,FALSE,2012,time
Hampton,2018,-0.042097627681608636,2.331911086016547e-4,1,2564,2018,FALSE,2018,time
Hampton,2018,-0.042097627681608636,2.331911086016547e-4,3,2564,2019,FALSE,2018,time
Hampton,2018,-0.042097627681608636,2.331911086016547e-4,5,2564,2020,FALSE,2018,time
Hampton,2018,-0.042097627681608636,2.331911086016547e-4,1,2564,2021,FALSE,2018,time
Hampton,2018,-0.042097627681608636,2.331911086016547e-4,7,2564,2022,FALSE,2018,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,10,197,2015,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,19,197,2016,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,14,197,2017,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,15,197,2018,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,21,197,2019,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,13,197,2020,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,11,197,2021,FALSE,2015,time
Johnson,2015,-0.23555193043994194,0.0034125430409652833,14,197,2022,FALSE,2015,time
Kirby,2002,0.3,0.005412418300653593,1,154,2002,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,2,154,2003,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,9,154,2004,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,9,154,2005,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,4,154,2006,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,7,154,2007,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,8,154,2008,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,6,154,2009,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,16,154,2010,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,16,154,2011,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,21,154,2012,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,17,154,2013,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,19,154,2014,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,16,154,2015,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,15,154,2016,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,51,154,2017,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,12,154,2018,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,15,154,2019,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,20,154,2020,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,12,154,2021,FALSE,2002,time
Kirby,2002,0.3,0.005412418300653593,12,154,2022,FALSE,2002,time
Lee,2018,-0.0712496735395659,8.873007700389926e-5,3,11157,2019,FALSE,2018,time
Lee,2018,-0.0712496735395659,8.873007700389926e-5,6,11157,2020,FALSE,2018,time
Lee,2018,-0.0712496735395659,8.873007700389926e-5,8,11157,2021,FALSE,2018,time
Lee,2018,-0.0712496735395659,8.873007700389926e-5,7,11157,2022,FALSE,2018,time
Lee,2018,-0.0712496735395659,8.873007700389926e-5,0,11157,2018,FALSE,2018,time
Mahalingam,2018,0.03373867430210173,6.120879269904131e-4,6,242,2020,FALSE,2018,time
Mahalingam,2018,0.03373867430210173,6.120879269904131e-4,0,242,2021,FALSE,2018,time
Mahalingam,2018,0.03373867430210173,6.120879269904131e-4,2,242,2022,FALSE,2018,time
Mahalingam,2018,0.03373867430210173,6.120879269904131e-4,0,242,2018,FALSE,2018,time
Mahalingam,2018,0.03373867430210173,6.120879269904131e-4,0,242,2019,FALSE,2018,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,1,840,2016,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,5,840,2017,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,6,840,2018,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,8,840,2019,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,8,840,2020,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,7,840,2021,FALSE,2016,time
OHora,2016,-0.0136062460941943,0.0011914538431555906,8,840,2022,FALSE,2016,time
