id,estimate,choice,comp_1,comp_2,task_experience,pastatt,age,gender,cond_num,fail_comp_1,fail_comp_2,comp_fail,novice
R_1kTc2Y4wkIyJ7t2,60,Option A,10,Because of a printing error,Don't know,This is the first time I have completed this survey,45,Female,23,0,0,0,0
R_2WOs0ALfCRIJoCV,365,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,30,Female,18,0,0,0,1
R_p6jQTbklRFaZAat,30,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,11,0,0,0,1
R_21nNR9CF1VnGxjY,365,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,52,Female,54,0,0,0,1
R_3dEvBCvYNnbQzDn,10,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,28,Female,15,0,1,1,1
R_3prkUQbjKWwAHEm,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,59,Male,29,0,0,0,1
R_2S3nn8ejjG0vfuu,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,13,0,0,0,1
R_1FajJlERTOHzSGr,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,29,0,0,0,1
R_eEtDhGOYnvmnM0F,31,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,38,0,0,0,1
R_AI1sbu7dhIoN48V,2,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,23,0,0,0,1
R_2V8bcsdQMX62nFP,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,30,Female,11,0,0,0,0
R_2E6JKFOyGO5ve7s,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Male,18,0,0,0,1
R_3HNwWm1qSZVZYEA,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,46,Female,15,0,0,0,1
R_sHHNQUwxTSIY5Ff,30,Option B,10,Because of a typo,No,This is the first time I have completed this survey,26,Female,29,0,1,1,1
R_3fV6yxQKnXgZmjI,2.9,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,29,0,0,0,1
R_31mSg7fi2CRYTyk,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,38,0,0,0,1
R_29hyEAR2LlUpPTs,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,11,0,0,0,1
R_11dVqYpZ4qRe7rz,10950,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,49,Male,54,0,0,0,1
R_1f1UqsT78E08DHu,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,21,Female,54,0,0,0,0
R_3MRqwlGKU0Ch2OT,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,38,Female,18,0,0,0,1
R_1d62Oo78IyaDFzL,7,Option B,10,Other,No,This is the first time I have completed this survey,31,Female,13,0,1,1,1
R_27dn06YtYjpIjBk,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,23,0,0,0,1
R_2ckKzsVupE8vdlg,300,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,43,Female,13,0,0,0,1
R_eXvWj24rF66T573,7,Option A,10,I don't know,No,This is the first time I have completed this survey,24,Female,11,0,1,1,1
R_2QAPhluUVDd6jDq,90,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,33,Male,38,0,0,0,0
R_3q834jXjoE94qNC,5.4,Option B,100,Because of a printing error,No,This is the first time I have completed this survey,42,Male,54,1,0,1,1
R_3imzfOAIqoTgthw,5,Option A,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,26,Male,18,0,1,1,0
R_2S6RnF0vWBPtaVh,2,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,35,Female,13,0,0,0,0
R_sHTpQc7EHCcd7ZT,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,26,Male,15,0,0,0,1
R_3Eh7R8hrOh0mo0L,10,Option B,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,43,Female,18,0,1,1,0
R_1g7niMzA1CDJUcR,7,Option B,Other,Because of a printing error,No,This is the first time I have completed this survey,66,Male,13,1,0,1,1
R_27euwgqOTPjaBOG,5,Option A,10,Because of a typo,No,This is the first time I have completed this survey,75,Male,11,0,1,1,1
R_2OUSE60KssM3IKE,7,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,26,Female,15,0,0,0,0
R_1i2rkokXttXQmUa,3.8,Option B,100,Other,No,This is the first time I have completed this survey,27,Female,38,1,1,1,1
R_1f0YGKPTSseBCew,14,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,50,Female,11,0,0,0,1
R_3jTYBB1UwxE7VlW,29,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Male,29,0,0,0,1
R_4TsWrAkh6DlmmdP,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,54,0,0,0,1
R_ULpiQttrhpvQXLP,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,13,0,0,0,1
R_3EMslIrsuwO0GQW,365,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,45,Female,38,0,0,0,1
R_1RK3tu22nwly11L,365,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,48,Female,18,0,0,0,1
R_2Cy9V9Pcb9D8k9v,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,15,0,0,0,1
R_3fAA5d3y346I9WS,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,23,0,0,0,1
R_3MRxjrlo41WuaDp,3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Male,15,0,0,0,1
R_2bnPsW3mbjFxyRH,3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Male,29,0,0,0,1
R_2Vdt67lrXVsEp4T,1000,Option B,Other,Because of a printing error,No,This is the first time I have completed this survey,54,Male,54,1,0,1,1
R_1XtDcB6pVWoVLTH,7,Option B,Other,Because of a printing error,No,This is the first time I have completed this survey,20,Female,13,1,0,1,1
R_1FEtgfBqSa4ktr2,28,Option B,10,Because of a typo,No,This is the first time I have completed this survey,30,Female,38,0,1,1,1
R_2uX6bZofrtCByXd,7,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,30,Female,15,1,0,1,1
R_1Nbtcptuva6r0aX,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Male,11,0,0,0,1
R_3Hn7XFmFaryT6Qw,30,Option B,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,61,Male,23,0,1,1,0
R_R2GGBODnYecqXMR,365,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,54,Female,29,0,0,0,1
R_2tf1333qxQtb9cg,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,52,Female,13,0,0,0,1
R_9WSk7Kdky0zPFMl,1.8,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,18,0,0,0,1
R_PzD8ke18fjsmBe9,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,36,Female,29,0,0,0,0
R_1Qux9fRkMMm796N,1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,11,0,0,0,1
R_UQQ0J34672irG01,60,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,54,0,0,0,1
R_2Qh5EsWG8d3iFDJ,365,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,60,Male,18,0,0,0,1
R_2VKHs3SYhJrw0Oy,100,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Male,23,0,0,0,1
R_210QKOWUHkyGR9F,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Female,18,0,0,0,1
R_2Tt0w8fJNn7TOXd,365,Option B,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,49,Male,38,0,1,1,0
R_vH3gg1dvWaplIcN,14,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,25,Female,11,0,0,0,0
R_8HNtnqApn4FpA9H,14,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,45,Male,15,0,0,0,0
R_AO1zj8Ud7e4FjMd,90,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,45,Female,13,0,0,0,0
R_1hAooM2Bq7SMH4I,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Female,29,0,0,0,1
R_1er4Z3T21K7Kcdz,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,45,Female,38,0,0,0,1
R_1LOnGDPcyAoZSsA,14,Option B,0,Because of a printing error,Yes,This is the first time I have completed this survey,46,Male,23,1,0,1,0
R_3qKFhAiI570PKmc,12,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Male,54,0,0,0,1
R_22CYobmXMwWTR53,30,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,45,Female,38,1,0,1,1
R_QnLGDJD8MUp7CTL,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Male,11,0,0,0,1
R_QgpSBayKvKRMGJj,30,Option B,10,Because the wrong font was used,No,This is the first time I have completed this survey,33,Male,18,0,1,1,1
R_w6M08AAd5o9WumB,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,15,0,0,0,0
R_2aLD9Qee4rNtC70,30,Option B,Other,Because of a printing error,Yes,This is the first time I have completed this survey,51,Female,54,1,0,1,0
R_pJEJObcfHPvKlfr,2.9,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Male,29,0,0,0,1
R_3P5Kz4SlXMuNodt,3,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,22,Male,13,0,0,0,1
R_3r1TB0qAoMWFQHS,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,49,Female,23,0,0,0,1
R_1fcT2IWp8rZTFKi,30,Option B,100,Because of a printing error,No,This is the first time I have completed this survey,28,Female,54,1,0,1,1
R_3hg0RP4ASE1grNQ,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,24,Male,13,0,0,0,0
R_333HEyre4CoslUc,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,24,Female,15,0,0,0,1
R_3nuQ0ZQGZEymFRh,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,50,Female,11,0,0,0,1
R_308Bf7AuBl3OER9,2,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,38,0,0,0,1
R_2cbZNFnpHz69nye,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,31,Male,13,0,0,0,1
R_1IRk99PquDyfwXg,23,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,39,Male,23,0,0,0,0
R_1HjevVw9CvZEaJq,4,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,18,Male,18,0,0,0,1
R_BJ6HQ17h07irotz,5,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,37,Female,23,0,0,0,0
R_OwjhVj9RZ1CZrNf,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,61,Male,29,0,0,0,1
R_2EAIXpZnwmcVzmn,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,22,Male,38,0,0,0,1
R_1ez0IFV1EkicyJS,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,28,Female,15,0,0,0,1
R_27jKZI6y7AbZ8Tk,5,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,20,Male,11,0,0,0,0
R_t0CyBlaPujSQxvb,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,32,Male,38,0,0,0,0
R_115X8IBQjZAryDR,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Male,29,0,0,0,1
R_YQDGv3DEeJ8gGZz,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,30,Male,15,0,0,0,1
R_1Lve6XT1jyGxr9X,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,22,Female,54,0,0,0,0
R_2wNtiF0q5rOOz2d,1.5,Option B,10,Other,No,This is the first time I have completed this survey,22,Male,18,0,1,1,1
R_1jJ5rPGtDcl6ccG,13,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,23,0,0,0,1
R_ZIfYOv0ZE7lXZe1,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,36,Male,11,0,0,0,1
R_24GfgDA1cHeAugk,7,Option B,10,Other,No,This is the first time I have completed this survey,40,Female,15,0,1,1,1
R_UzoyD8sb39Ed197,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,39,Female,11,0,0,0,1
R_Z4WXPmmdGwJ5o1H,7,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,22,Female,13,0,0,0,1
R_Xw83DoWaxwWPa8h,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,19,Male,13,0,0,0,0
R_3L6DkN33IfS8UOJ,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,57,Male,54,0,0,0,1
R_w7wIEHAVyPs4bVT,2.9,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,34,Male,29,0,0,0,1
R_2aVPEPvXsZ5DBey,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,26,Female,18,0,0,0,1
R_3pg4xXwVbDlhhOe,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Male,23,0,0,0,1
R_3suiQiRkJcvZcD3,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,41,Female,15,0,0,0,1
R_115TPKVhNbSrgMN,5,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,34,Female,23,0,0,0,0
R_1IttcDQ4YbJl9Qi,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,36,Male,18,0,0,0,1
R_3qZGRCr0MjegaOo,3,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,32,Female,29,0,0,0,0
R_332viKu3cWXf9IN,5.4,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,41,Female,54,1,0,1,1
R_2Sdj2SiOcNECW76,5,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,23,0,0,0,1
R_el0IgwzafINFi4F,3,Option A,10,Because of a typo,No,This is the first time I have completed this survey,33,Female,11,0,1,1,1
R_2fARNHL6UYbfuFS,50,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,38,0,0,0,1
R_1F974C0wWQqQfHW,3.8,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,38,0,0,0,1
R_2QxpcKyYpIUouRa,14,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,37,Female,15,0,0,0,0
R_1SxkKehfKGr8bp7,7,Option B,20,Because of a printing error,No,This is the first time I have completed this survey,28,Female,29,1,0,1,1
R_3qdIj6r2HS8ok5m,2,Option A,10,I don't know,No,This is the first time I have completed this survey,44,Female,11,0,1,1,1
R_3CQ4PwFujLepZfg,50,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,56,Female,18,0,0,0,0
R_2Uf4EGfqMc1W5QW,40,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,23,Female,38,0,0,0,0
R_1eOWD7fkFqcEKuy,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,18,0,0,0,1
R_TnCjIdvKXypJiHn,90,Option B,10,Because of a problem loading the text,Don't know,This is the first time I have completed this survey,61,Female,54,0,1,1,0
R_Qh1VZ5OH6eeMWg9,10,Option A,10,I don't know,No,This is the first time I have completed this survey,32,Male,11,0,1,1,1
R_3n0EapjM4yosKFR,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,38,Female,29,0,0,0,1
R_2SoF4Y0jeQ2HLAR,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,54,Female,23,0,0,0,0
R_1NkJPWsR6BHY5Pp,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,33,Female,13,0,0,0,1
R_24GfUGEZuUId7aW,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,54,0,0,0,1
R_2mAt7b7P2EwtFE5,30,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,54,Male,29,0,0,0,1
R_b2fMrTFA54v20IF,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Female,38,0,0,0,1
R_2Ygrxc0KyBpk2BY,5,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,13,0,0,0,0
R_2ygspofC6HwhWjF,3,Option B,10,Other,No,This is the first time I have completed this survey,42,Male,38,0,1,1,1
R_2S8oI3MqhUdImKM,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,54,Female,15,0,0,0,1
R_237shlHxxm4lCRZ,8,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,18,0,0,0,1
R_3O7hGSczEsPU0HM,28,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,37,Female,15,0,0,0,0
R_2QnS43XQ2pOiBcO,365,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,41,Female,23,0,1,1,1
R_3HiT8dPtA5J9XvY,7,Option B,10,Because of a problem loading the text,No,This is the first time I have completed this survey,21,Female,13,0,1,1,1
R_1d7jLP1P5hajpUr,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,22,Male,18,0,0,0,0
R_2c7rvaImJ63DSrM,7,Option A,10,Because of a typo,No,This is the first time I have completed this survey,68,Female,13,0,1,1,1
R_3fpp0DCNs9JJNtS,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,32,Female,54,0,0,0,1
R_b75dn9RH2uR58wF,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,38,0,0,0,0
R_2wcs0x3iGk0UVim,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,41,Female,15,0,0,0,0
R_1dnUF8Y21yZH9lC,30,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,23,Female,29,0,0,0,0
R_XgE4TOAVmENn18B,10,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,26,Female,11,0,0,0,1
R_DohhjtCxiCQkfCx,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,63,Female,23,0,0,0,1
R_1r8iSQxFQZ8420Z,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,25,Female,38,0,0,0,1
R_2c2itHigFDMJFk1,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Male,54,0,0,0,1
R_YaDC4zy5p7sHpQJ,14,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,65,Female,11,0,0,0,0
R_25uVa2uEfd05Tis,90,Option A,10,Because of a printing error,Don't know,This is the first time I have completed this survey,62,Male,13,0,0,0,0
R_2af6sftq9xc5wvC,60,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,82,Male,29,0,0,0,1
R_2xPMLdo7Bx3hHu3,30,Option A,10,Because of a printing error,Yes,This is the first time I have completed this survey,42,Female,18,0,0,0,0
R_30i5R1TaGpwF5g6,7,Option B,10,Other,No,This is the first time I have completed this survey,39,Female,54,0,1,1,1
R_2dgLiw9WG2NNIGI,2.3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,23,0,0,0,1
R_roj0exI7GQW319T,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,64,Male,23,0,0,0,1
R_2qn3iWGsh4rQitd,0,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,40,Female,18,0,0,0,1
R_2V7rQKHXcqd6tU5,3,Option B,10,Because of a problem loading the text,Yes,This is the first time I have completed this survey,39,Female,11,0,1,1,0
R_3iWHc3PGwXH4bOK,20,Option A,10,I don't know,No,This is the first time I have completed this survey,38,Female,29,0,1,1,1
R_1HppZy0R2Kck1gV,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Male,15,0,0,0,1
R_1LigZKHzXNWTiQp,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Female,38,0,0,0,1
R_1CfpgTc6mB0wzuM,2,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,53,Female,13,0,0,0,1
R_A1cHgfYfukSCmXv,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,47,Male,15,0,0,0,0
R_21ah2Ta4tSvQLBc,2,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Male,18,0,0,0,1
R_2SjC4y7QY03kKwH,5,Option B,10,Because of a typo,No,This is the first time I have completed this survey,36,Male,54,0,1,1,1
R_2aDzPD96eeWkXLB,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,63,Male,13,0,0,0,1
R_2Va8EZ0aEMnrI9V,3,Option B,10,Because of a typo,No,This is the first time I have completed this survey,36,Male,29,0,1,1,1
R_9mEIt89JKgkRmuZ,21,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,48,Female,38,0,0,0,1
R_2UWQa86Vd2QwAyi,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,29,Female,23,0,0,0,1
R_2dKNaLCx7NgEKTf,2.3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,33,Female,23,0,0,0,1
R_1rMtxFnYKIydIsZ,1,Option B,10,I don't know,Yes,This is the first time I have completed this survey,18,Female,11,0,1,1,0
R_3EgyjOEYqOjeMoe,10,Option B,10,Other,Yes,This is the first time I have completed this survey,29,Male,38,0,1,1,0
R_8qXmx9Jtd9NmTeN,7,Option B,10,Other,No,This is the first time I have completed this survey,28,Female,15,0,1,1,1
R_1Q6M459DM1qU11k,1.5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,50,Female,11,0,0,0,1
R_O72IJwKdaiqK1ep,3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,28,Female,18,0,0,0,1
R_28zVkMmaHjDtuRT,7,Option B,0,Because of a printing error,Yes,This is the first time I have completed this survey,43,Female,13,1,0,1,0
R_12b41MicghSrPZV,60,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,63,Female,54,0,1,1,1
R_24Bi8SSnEFPNao1,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,27,Female,54,0,0,0,0
R_22wYIT2GboWrRjA,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,20,Female,38,0,0,0,1
R_2s4nPX3DmLSTpfa,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,48,Female,18,0,0,0,1
R_27H8mQkARH9r1c1,100,Option B,0,Because of a printing error,Yes,This is the first time I have completed this survey,60,Male,29,1,0,1,0
R_Zt1OZdPDXlr1o7n,20,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,41,Female,29,0,0,0,1
R_295G8PMTbfaqzvT,0.2,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,54,Female,11,0,0,0,1
R_3jeO3KAk9YaL1pV,3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,26,Female,15,0,0,0,1
R_ulWXBP4aKa94Mgx,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,15,0,0,0,1
R_9NCzRH9VxvU8aOd,14,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,46,Female,23,0,0,0,1
R_TqnWRnG6f06kbYZ,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,21,Male,29,0,0,0,0
R_1eVrnBcMndv4nKl,7,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,23,Female,13,0,0,0,0
R_3HOoVo71Ip5GsYt,28,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,36,Female,18,0,0,0,1
R_2zwfnLc25ivRbhS,5,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,28,Male,11,0,0,0,0
R_3KPApcuIJ6wTRHc,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,23,0,0,0,1
R_1lucTtQOau3e1TY,9,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,38,0,0,0,1
R_1guuwGQWPeqMDJS,3,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,24,Female,54,0,0,0,0
R_1LnDi2cK6ANzbTE,1,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,51,Female,13,0,0,0,1
R_2q7uHHKNYhGhZ9B,1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,28,Male,13,0,0,0,1
R_2zNKD8QqzVbh2x2,5,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,37,Female,23,0,0,0,1
R_3EmOEBYrc6w5jeZ,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,36,Female,15,0,0,0,1
R_2U9K59sYsfBMcI0,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,19,Male,11,0,0,0,1
R_2OUCJDHjqFpedtq,3,Option B,0,Because of a printing error,No,This is the first time I have completed this survey,20,Male,38,1,0,1,1
R_3qkvK8kLwC7IaBA,14,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,21,Female,54,0,0,0,0
R_3COcMgN3Qt4ufoN,4,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,58,Male,18,0,0,0,1
R_2hryF9BMp2TUOch,30,Option B,0,Because of a typo,No,This is the first time I have completed this survey,46,Female,29,1,1,1,1
R_1KpzwMCkqiDiQ21,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,47,Male,38,0,0,0,0
R_3D0Bp5sHtfhrAkC,0.1,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,31,Female,13,0,0,0,1
R_vqyRnE4aIPbFVap,28,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,21,Female,23,0,0,0,1
R_40ykbTL7HUtLbzP,30,Option B,10,I don't know,Yes,This is the first time I have completed this survey,47,Male,11,0,1,1,0
R_1Nk4QLlkalzSE0y,30,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,29,Male,15,0,0,0,1
R_ue3iyjOj2Utfb3P,7,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,49,Female,11,0,0,0,0
R_1cS8nTT1mLktbzd,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,54,Female,18,0,0,0,0
R_3PXGwKGyRdM0HG5,10,Option B,10,Because of a printing error,Don't know,This is the first time I have completed this survey,42,Female,54,0,0,0,0
R_2D2Jm4Z7wqY9v9z,3,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,27,Female,13,0,0,0,1
R_1mPii1rkkmqGjGP,10,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,37,Female,23,0,0,0,0
R_3MLnXZ8jEQ5AVlW,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,44,Female,29,0,0,0,1
R_3Jqi0v2YLx2jkdO,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,35,Female,38,0,0,0,1
R_x6qFLQ2u1CKldDj,10,Option B,10,I don't know,Yes,This is the first time I have completed this survey,64,Female,23,0,1,1,0
R_w4oNy7mAk6mChQB,30,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,47,Female,38,0,0,0,1
R_1nSMja0GzxgLIAv,5000,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,56,Female,54,0,1,1,1
R_2Y37b3bXaT1vhqx,10,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,45,Female,18,0,0,0,1
R_1rIZsW22VyXct8I,30,Option B,10,Because of a printing error,Yes,This is the first time I have completed this survey,29,Female,15,0,0,0,0
R_1JDAbjLalOjJrbj,28,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,60,Male,13,0,0,0,1
R_1HjHHXTQvu4bKol,8,Option A,10,Because of a printing error,No,This is the first time I have completed this survey,72,Female,18,0,0,0,1
R_3dKfK9Z59bZK02o,5,Option A,10,Because of a problem loading the text,No,This is the first time I have completed this survey,35,Male,11,0,1,1,1
R_NUsVL2QrXPDYwz7,7,Option B,10,Because of a printing error,No,This is the first time I have completed this survey,23,Female,29,0,0,0,1
