pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,1,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  HH-H condition,NA,98.44,4.07,NA,NA,NA,NA,95.57,10.04,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,2,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  HH-M condition,NA,98,6.85,NA,NA,NA,NA,95.93,9.55,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,3,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  HH-L condition,NA,97.16,8.47,NA,NA,NA,NA,92.56,14.78,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,4,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  MH-H condition,NA,88.07,21.31,NA,NA,NA,NA,80.33,23.5,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,5,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  MH-M condition,NA,88.49,21.22,NA,NA,NA,NA,80.31,25.11,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,6,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  MH-L condition,NA,86.5,20.3,NA,NA,NA,NA,76.67,24.48,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,7,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  ML-H condition,NA,12.08,18.15,NA,NA,NA,NA,18.43,20.76,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,8,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  ML-M condition,NA,5.86,12,NA,NA,NA,NA,15.32,20.55,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,9,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  ML-L condition,NA,4.4,10.83,NA,NA,NA,NA,16.77,21.58,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,10,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  LL-H condition,NA,1.32,3.6,NA,NA,NA,NA,8.36,13.23,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,11,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  LL-M condition,NA,1.99,3.99,NA,NA,NA,NA,8.91,14.53,NA,NA,NA,NA,extreme group (m + sd),directly from article
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,12,single,Sample 1,Mixed Lottery Choice Task,description,mixed,incentivized,95,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,0.6078,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  LL-L condition,NA,1.99,5,NA,NA,NA,NA,8.01,16.13,NA,NA,NA,NA,extreme group (m + sd),directly from article
31,Lauriola,2001,Personality traits and risky decision-making in a controlled experimental task: an exploratory study,1,Single,Sample 1,Risky Choice Task,description,gain,unknown,76,NA,NA,NA,38,NA,NA,NA,38,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Number of risky choices in Gain domain,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
31,Lauriola,2001,Personality traits and risky decision-making in a controlled experimental task: an exploratory study,2,Single,Sample 1,Risky Choice Task,description,loss,unknown,76,NA,NA,NA,38,NA,NA,NA,38,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Number of risky choices in Loss domain,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
33,Pu,2017,Role of Emotion and Cognition on Age Differences in the Framing Effect,1,Single,Sample 1,Framing Task,description,gain,hypothetical,66,33,NA,33,NA,27,NA,23,NA,7,NA,10,NA,0.8181818181818182,NA,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,60,NA,26,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,Proportion risky option,Ratio of Choosing the Risky Option with a Positive frame in the Money Gambling task before controlling for cognitive ability,NA,0.4,0.06,NA,NA,NA,NA,0.4,0.05,NA,NA,NA,NA,extreme group (m + sd),directly from article
33,Pu,2017,Role of Emotion and Cognition on Age Differences in the Framing Effect,2,Single,Sample 1,Framing Task,description,loss,hypothetical,66,33,NA,33,NA,27,NA,23,NA,7,NA,10,NA,0.8181818181818182,NA,0.696969696969697,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,60,NA,26,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,Proportion risky option,Ratio of Choosing the Risky Option with a Negative frame in the Money Gambling task before controlling for cognitive ability,NA,0.65,0.06,NA,NA,NA,NA,0.69,0.05,NA,NA,NA,NA,extreme group (m + sd),directly from article
34,Rieger,2015,On the Generality of Age Differences in Social and Nonsocial Decision Making,1,Single,Sample 1,Risk Game,description,mixed,incentivized,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09999999999999998,NA,NA,NA,0.9,NA,NA,NA,53,NA,NA,NA,17,NA,NA,NA,92,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,Amount invested,Amount invested in the risky gamble,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
35,Huang,2015,Age Differences in Experiential and Deliberative Processes in Unambiguous and Ambiguous Decision Making,1,single,Sample 1,Warm Columbia Card Task,description,mixed,hypothetical,130,65,NA,65,NA,42,NA,47,NA,23,NA,18,NA,0.646,NA,0.723,NA,0.354,NA,0.277,NA,24.5,NA,75.28,NA,18,NA,64,NA,32,NA,90,NA,3.79,NA,6.4,NA,NA,NA,NA,Number of cards turned over,"The number of cards turned over for each trial (i.e., from 0 to 32)",NA,9.41,5.27,NA,NA,NA,NA,8.7,4.69,NA,NA,NA,NA,extreme group (m + sd),directly from article
37,Brand,2013,Interactions of age and cognitive functions in predicting decision making under risky conditions over the life span,1,single,Sample 1,Game Of Dice Task,description,mixed,hypothetical,538,NA,NA,NA,276,NA,NA,NA,262,NA,NA,NA,0.5130111524163569,NA,NA,NA,NA,NA,NA,NA,40.29,NA,NA,NA,18,NA,NA,NA,80,NA,NA,NA,16.69,NA,NA,NA,NA,NA,NA,NA,Frequency of choosing the riskiest alternative,Frequency of choosing the riskiest alternative,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
40,Sproten,2018,Decision making and age: Factors influencing decision making under uncertainty,1,Experiment 1 and 2,Sample 1,Risk And Ambiguity Task,description,gain,incentivized,200,103,NA,97,121,59,NA,62,79,44,NA,35,NA,0.5728155339805825,NA,0.6391752577319587,NA,NA,NA,NA,NA,23.3,NA,67.77,NA,19,NA,58,NA,32,NA,88,NA,2.82,NA,5.98,NA,NA,NA,NA,Number of risky choices,Number of times participants chose a gamble instead of a sure amount of money in risk-feedback trials,NA,15.706,NA,0.785,NA,NA,NA,15.673,NA,0.829,NA,NA,NA,extreme group (m + sd),directly from article
40,Sproten,2018,Decision making and age: Factors influencing decision making under uncertainty,2,Experiment 1 and 2,Sample 1,Risk And Ambiguity Task,description,gain,incentivized,200,103,NA,97,121,59,NA,62,79,44,NA,35,NA,0.5728155339805825,NA,0.6391752577319587,NA,NA,NA,NA,NA,23.3,NA,67.77,NA,19,NA,58,NA,32,NA,88,NA,2.82,NA,5.98,NA,NA,NA,NA,Number of risky choices,Number of times participants chose a gamble instead of a sure amount of money in risk-non-feedback trials,NA,13.019,NA,0.76,NA,NA,NA,13.688,NA,1.031,NA,NA,NA,extreme group (m + sd),directly from article
40,Sproten,2018,Decision making and age: Factors influencing decision making under uncertainty,3,Experiment 1 and 2,Sample 1,Balloon  Analogue  Risk  Task,experience,gain,incentivized,100,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,67.77,NA,19,NA,58,NA,32,NA,88,NA,2.82,NA,5.98,NA,NA,NA,NA,Response sensitvity parameter,Model estimate: beta,NA,0.355,NA,0.035,NA,NA,NA,0.521,NA,0.067,NA,NA,NA,extreme group (m + sd),directly from article
41,Wood,2016,"The Effects of Age, Priming, and Working Memory on Decision-Making",1,Single,Subsample 1,Game Of Dice Task,description,mixed,unknown,61,43,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.55,NA,68.31,NA,18,NA,60,NA,36,NA,83,NA,2.45,NA,6.78,NA,NA,NA,NA,Risk score,The score was calculated by taking the total number of risky choices and subtracting it from the total number of non-risky choices.  Control prime condition. Lower risk scores indicate riskier behavior,-0.195,19.44,12.24,NA,NA,NA,NA,10.89,20.48,NA,NA,NA,NA,both,directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",1,single,Sample 1,Certain-Risky Choice Task,description,gain,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the gain frame. Based on a subset of 6 choices used in the analyses.,NA,2.08,1.48,NA,2.6,1.9,NA,2.43,1.99,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",2,single,Sample 1,Certain-Risky Choice Task,description,loss,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the loss frame. Based on a subset of 6 choices used in the analyses.,NA,3.71,1.69,NA,3,1.93,NA,2.63,1.82,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",3,single,Sample 1,Certain-Risky Choice Task,description,gain,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the gain frame. Based on a subset of 6 choices NOT used in the analyses. SET A.,NA,3.11,1.62,NA,3.15,1.88,NA,3.15,1.87,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",4,single,Sample 1,Certain-Risky Choice Task,description,loss,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the loss frame. Based on a subset of 6 choices NOT used in the analyses. SET A.,NA,2.29,1.69,NA,2.29,1.95,NA,1.53,1.81,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",5,single,Sample 1,Certain-Risky Choice Task,description,gain,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the gain frame. Based on a subset of 6 choices NOT used in the analyses. SET B.,NA,2.18,1.27,NA,2.67,1.69,NA,2.5,1.32,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",6,single,Sample 1,Certain-Risky Choice Task,description,loss,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the loss frame. Based on a subset of 6 choices NOT used in the analyses. SET B.,NA,3.26,1.2,NA,3.19,1.3,NA,3.2,1.24,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",7,single,Sample 1,Certain-Risky Choice Task,description,gain,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the gain frame. Based on a subset of 6 choices NOT used in the analyses. SET C.,NA,2.32,1.28,NA,2.87,1.52,NA,2.82,1.15,NA,NA,NA,NA,extreme group (m + sd),directly from article
42,Best,2018,"Age, Loss Minimization, and the Role of Probability for Decision-Making",8,single,Sample 1,Certain-Risky Choice Task,description,loss,incentivized,78,38,52,40,NA,27,28,17,NA,NA,NA,NA,NA,0.711,0.538,0.425,NA,NA,NA,NA,NA,25.11,44.63,64.9,NA,19,30,60,NA,29,59,80,NA,2.25,10.43,4.87,NA,NA,NA,NA,Sum of risky choices,Sum of risky decisions made in the loss frame. Based on a subset of 6 choices NOT used in the analyses. SET C.,NA,3.53,1.57,NA,3.19,1.43,NA,3.38,1.37,NA,NA,NA,NA,extreme group (m + sd),directly from article
45,Henninger,2010,Processing Speed and Memory Mediate Age-Related Differences in Decision Making,1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,112,58,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,0.5,NA,NA,NA,NA,NA,23.4,NA,70.7,NA,18,NA,66,NA,35,NA,76,NA,4.4,NA,3,NA,NA,NA,NA,Adjusted pumps,Average number of pumps on the un-popped balloons,NA,40.8,13.1,NA,NA,NA,NA,31,14.3,NA,NA,NA,NA,extreme group (m + sd),directly from article
45,Henninger,2010,Processing Speed and Memory Mediate Age-Related Differences in Decision Making,2,Single,Sample 1,Cambridge Gambling Task,description,mixed,incentivized,112,58,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,0.5,NA,NA,NA,NA,NA,23.4,NA,70.7,NA,18,NA,66,NA,35,NA,76,NA,4.4,NA,3,NA,NA,NA,NA,Number of risky choices,Number of choices of lower probability odds,NA,-2,0.5,NA,NA,NA,NA,-1.4,0.8,NA,NA,NA,NA,extreme group (m + sd),directly from article
47,Deakin,2004,Risk taking during decision-making in normal volunteers changes with age,1,single,Sample 1,Decision-Gamble Task,description,mixed,unknown,177,NA,NA,NA,72,NA,NA,NA,105,NA,NA,NA,0.41000000000000003,NA,NA,NA,0.59,NA,NA,NA,41,NA,NA,NA,17,NA,NA,NA,79,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,Proportion of points,The mean proportion of available points that a subject stakes on each trial.,-0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
50,McCleskey,2021,"Risk-taking, resilience, and state anxiety during the COVID-19 pandemic: A coming of (old) age story",1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,515,NA,NA,NA,222,NA,NA,NA,293,NA,NA,NA,0.43106796116504853,NA,NA,NA,NA,NA,NA,NA,40.84,NA,NA,NA,21,NA,NA,NA,79,NA,NA,NA,12.34,NA,NA,NA,NA,NA,NA,NA,Risk score,Unknown,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
52,Zabel,2009,Mediational effects of sensation seeking on the age and financial risk-taking relationship,1,Single,Sample 1,Investment Task,description,mixed,hypothetical,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,35.87,NA,NA,NA,17,NA,NA,NA,90,NA,NA,NA,18.95,NA,NA,NA,NA,NA,NA,NA,Risk score,"Weighing each person’s percentage of total investment allocated to each fund in combination with each individual fund’s risk level, as indicated by its standard deviation.",-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
53,Rolison,2012,Risky Decision Making in Younger and Older Adults: The Role of Learning,1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,hypothetical,84,40,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,76.61,NA,16,NA,63,NA,23,NA,87,NA,1.76,NA,5.86,NA,NA,NA,NA,Adjusted pumps,Total average number of pumps for balloons  that did not explode,NA,34.78,12.59,NA,NA,NA,NA,31.57,15.08,NA,NA,NA,NA,extreme group (m + sd),directly from article
53,Rolison,2012,Risky Decision Making in Younger and Older Adults: The Role of Learning,2,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,hypothetical,84,40,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,76.61,NA,16,NA,63,NA,23,NA,87,NA,1.76,NA,5.86,NA,NA,NA,NA,Explosions,Number of balloons popped,NA,8.85,3.47,NA,NA,NA,NA,7.8,4.12,NA,NA,NA,NA,extreme group (m + sd),directly from article
55,Wilson,2022,"Age differences in risk taking: now you see them, now you don’t",1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,hypothetical,149,75,NA,74,NA,35,NA,42,NA,40,NA,32,NA,0.467,NA,0.568,NA,0.533,NA,0.432,NA,29.01,NA,69.11,NA,25,NA,60,NA,36,NA,90,NA,3.05,NA,7.6,NA,NA,NA,NA,Pumps,"Standard scoring procedure (Lejuez et al., 2002)",NA,31.24,13.4,NA,NA,NA,NA,23.6,14.14,NA,NA,NA,NA,extreme group (m + sd),directly from article
56,Weller,2014,Diurnal Cortisol Rhythm Is Associated With Increased Risky Decision-Making in Older Adults,1,Single,Sample 1,Cups Task,description,gain,unknown,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,55,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choices,Number of risky choices in the gain trials,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
56,Weller,2014,Diurnal Cortisol Rhythm Is Associated With Increased Risky Decision-Making in Older Adults,2,Single,Sample 1,Cups Task,description,loss,unknown,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,55,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choices,Number of risky choices in the loss trials,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
57,Huang,2013,Risky choice in younger versus older adults: Affective context matters,1,Single,Sample 1,Columbia Card Task,description,mixed,unknown,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Number of Cards chosen,Average number of cards chosen in Cold and Warm CCT,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,age continuous,directly from article
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,1,Experiment 2,sample 1,Gamble Task,description,gain,incentivized,38,20,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,19,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Description only Low probability trials,NA,0.31,0.2273030282830976,NA,NA,NA,NA,0.39,0.3735416085703617,NA,NA,NA,Table 4,extreme group (m + sd),table
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,2,Experiment 2,sample 1,Gamble Task,description,gain,incentivized,38,20,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,18,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Description only High probability trials,NA,0.48,0.19017535767461216,NA,NA,NA,NA,0.4766666666666666,0.2934848093740685,NA,NA,NA,Table 4,extreme group (m + sd),table
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,3,Experiment 2,sample 2,Gamble Task,mixed,gain,incentivized,44,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,18,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Description and experience Low probability trials,NA,0.21333333333333335,0.2235322497239865,NA,NA,NA,NA,0.25999999999999995,0.29737742572921255,NA,NA,NA,Table 4,extreme group (m + sd),table
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,4,Experiment 2,sample 2,Gamble Task,mixed,gain,incentivized,44,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,18,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Description and experience High probability trials,NA,0.5133333333333334,0.2703701166919155,NA,NA,NA,NA,0.43,0.30664855018951803,NA,NA,NA,Table 4,extreme group (m + sd),table
38,Hess,2018,Use of descriptive and experiential information in decision making by young and older adults,5,Experiment 2,sample 3,Gamble Task,experience,gain,incentivized,41,21,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,73.8,NA,18,NA,60,NA,27,NA,87,NA,1.52,NA,6,NA,NA,NA,NA,Proportion risky choice,Proportion of times the risky option was chosen in Experience only Low probability trials,NA,0.21000000000000005,0.17262676501632068,NA,NA,NA,NA,0.2233333333333333,0.187794213613377,NA,NA,NA,Table 4,extreme group (m + sd),table
