pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
15,Pornpattananangkul,2018,Choosing for You: Diminished Self–Other Discrepancies in Financial Decisions Under Risk in the Elderly,8,Study 2,Sample 1,Sokol-Hessner’s mixed-gamble task,Description,Mixed,Incentivized,NA,59,NA,44,NA,36,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.07,NA,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,4.23,NA,NA,NA,NA,Proportion risky choice,Proportion of selecting the gamble in Self trials,NA,0.4,0.17,NA,NA,NA,NA,0.48,0.21,NA,NA,NA,NA,Extreme group (M + SD),NA
16,Kim,2022,Game experience leads to improvement in cognitive functioning of the early middle-aged adults in contrast with the young-aged adults,1,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Unknown,NA,20,NA,14,NA,10,NA,6,NA,10,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55,NA,43.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA,5.31,NA,NA,NA,NA,Adjusted pumps,Number of average clicks in success trials in the non-game group of participants,NA,35.71,3.33,NA,NA,NA,NA,32.19,3.83,NA,NA,NA,NA,Extreme group (M + SD),NA
17,Herman,2018,Risk-Taking and Impulsivity: The Role of Mood States and Interoception,1,single,Sample 1,Probability   Discounting   task,Description,Gain,Hypothetical,568,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.83,NA,NA,NA,18,NA,NA,NA,45,NA,NA,NA,6.06,NA,NA,NA,NA,NA,NA,NA,h-parameter,Parameter which  reflects  a  degree of   probability   discounting   at   the   indifference   between   two outcomes. Large h values indicate discounting of probabilistic rewards,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continous,NA
18,Wilson,2018,Age-differences in cognitive flexibility when overcoming a preexisting bias through feedback,1,Single,Sample 1,Framed Gambling Task,Experience,Gain,Hypothetical,NA,20,NA,20,NA,17,NA,12,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,65,NA,25,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of risky choices when faced with a sure gain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,Extreme groups (M + SD),NA
18,Wilson,2018,Age-differences in cognitive flexibility when overcoming a preexisting bias through feedback,2,Single,Sample 1,Framed Gambling Task,Experience,Loss,Hypothetical,NA,20,NA,20,NA,17,NA,12,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,65,NA,25,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of risky choices,Proportion of risky choices when faced with a sure loss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2,Extreme groups (M + SD),NA
19,Tymula,2013,"Like cognitive function, decision making across the lifespan shows profound age-related changes",1,Single,Sample 1,Monetary options task,Description,Gain,Incentivized,NA,34,32,36,NA,NA,NA,NA,NA,16,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,65,NA,25,50,90,NA,NA,NA,NA,NA,NA,NA,NA,Risk attitude,"Risk attitudes are
normalized by the frequency of risky choice expected from a risk-neutral chooser for gains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure S3,Extreme Group (M + SD),NA
19,Tymula,2013,"Like cognitive function, decision making across the lifespan shows profound age-related changes",2,Single,Sample 1,Monetary options task,Description,Loss,Incentivized,NA,34,32,36,NA,NA,NA,NA,NA,16,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30,65,NA,25,50,90,NA,NA,NA,NA,NA,NA,NA,NA,Risk attitude,"Risk attitudes are
normalized by the frequency of risky choice expected from a risk-neutral chooser for losses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure S3,Extreme Group (M + SD),NA
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,1,Single,Sample 1,Gambling task,Description,Mixed,Hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62,NA,NA,NA,20,NA,NA,NA,81,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the positively skewed condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,Age continuous,NA
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,2,Single,Sample 1,Gambling task,Description,Mixed,Hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62,NA,NA,NA,20,NA,NA,NA,81,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the negatively skewed condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,Age continuous,NA
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,3,Single,Sample 1,Gambling task,Description,Mixed,Hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62,NA,NA,NA,20,NA,NA,NA,81,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the symmetric condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,Age continuous,NA
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,4,Single,Sample 1,Gambling task,Description,Gain,Hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62,NA,NA,NA,20,NA,NA,NA,81,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of gain gambles (symmetric or skewed) accepted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,Age continuous,NA
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,5,Single,Sample 1,Gambling task,Description,Loss,Hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62,NA,NA,NA,20,NA,NA,NA,81,NA,NA,NA,17.02,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of loss gambles (symmetric or skewed) accepted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,Age continuous,NA
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",1,Single,Sample 1,Choice problems,Descriptive,Gain,Incentivized,NA,60,NA,62,NA,46,NA,31,NA,14,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,6.4,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Gain condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,Both,NA
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",2,Single,Sample 1,Choice problems,Descriptive,Loss,Incentivized,NA,60,NA,62,NA,46,NA,31,NA,14,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,6.4,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Loss condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,Both,NA
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",3,Single,Sample 1,Choice problems,Descriptive,Mixed,Incentivized,NA,60,NA,62,NA,46,NA,31,NA,14,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,6.4,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Mixed condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,Both,NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,1,Single,Sample 1,Sampling choice task,Experience,Gain,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .1 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,2,Single,Sample 1,Sampling choice task,Experience,Gain,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .2 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,3,Single,Sample 1,Sampling choice task,Experience,Gain,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .8 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,4,Single,Sample 1,Sampling choice task,Experience,Gain,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the gain trials with .9 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,5,Single,Sample 1,Sampling choice task,Experience,Loss,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .1 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,6,Single,Sample 1,Sampling choice task,Experience,Loss,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .2 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,7,Single,Sample 1,Sampling choice task,Experience,Loss,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .8 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
22,Spaniol,2012,Decisions from experience: adaptive information search and choice in younger and older adults,8,Single,Sample 1,Sampling choice task,Experience,Loss,Incentivised,NA,40,NA,41,NA,35,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,68.2,NA,17,NA,60,NA,41,NA,89,NA,5.3,NA,6.8,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices in the loss trials with .9 probability of the desirable outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 4,Extreme Group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,1,single,Sample 1,Cups task,Description,Gain,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Risk Advantageous Gain condition,NA,7.07,1.84,NA,NA,NA,NA,4.76,3.24,NA,NA,NA,NA,Extreme group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,2,single,Sample 1,Cups task,Description,Gain,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Equal Risk Gain condition,NA,4.78,1.75,NA,NA,NA,NA,4.11,2.84,NA,NA,NA,NA,Extreme group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,3,single,Sample 1,Cups task,Description,Gain,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Risk Disadvantageous Gain condition,NA,3.09,2.25,NA,NA,NA,NA,3.62,2.64,NA,NA,NA,NA,Extreme group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,4,single,Sample 1,Cups task,Description,Loss,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Risk Advantageous Loss condition,NA,5.26,2.38,NA,NA,NA,NA,4.74,2.7,NA,NA,NA,NA,Extreme group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,5,single,Sample 1,Cups task,Description,Loss,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Equal Risk Loss condition,NA,5.85,2.46,NA,NA,NA,NA,4.76,2.99,NA,NA,NA,NA,Extreme group (M + SD),NA
23,Chen,2014,Age Differences in Adaptive Decision Making: The Role of Numeracy,6,single,Sample 1,Cups task,Description,Loss,Unknown,NA,46,NA,38,NA,14,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,NA,75.46,NA,18,NA,61,NA,24,NA,89,NA,1.42,NA,7.98,NA,NA,NA,NA,Number of risky choices,Number of risky choices in the Risk Disadvantageous Loss condition,NA,5.89,3.26,NA,NA,NA,NA,5.49,3.47,NA,NA,NA,NA,Extreme group (M + SD),NA
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,1,Single,Sample 1,Holt and Laury task,Description,Gain,Hypothetical,NA,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,NA,70.14,NA,20,NA,61,NA,29,NA,82,NA,NA,NA,NA,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Hypothetical Low condition,NA,0.53,NA,0.04,NA,NA,NA,0.46,NA,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,Both,NA
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,2,Single,Sample 1,Holt and Laury task,Description,Gain,Hypothetical,NA,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,NA,70.14,NA,20,NA,61,NA,29,NA,82,NA,NA,NA,NA,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Hypothetical High condition,NA,0.59,NA,0.03,NA,NA,NA,0.52,NA,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,Both,NA
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,3,Single,Sample 1,Holt and Laury task,Description,Gain,Incentivized,NA,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,NA,70.14,NA,20,NA,61,NA,29,NA,82,NA,NA,NA,NA,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Real Low condition,NA,0.55,NA,0.04,NA,NA,NA,0.48,NA,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,Both,NA
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,4,Single,Sample 1,Holt and Laury task,Description,Gain,Incentivized,NA,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.83,NA,70.14,NA,20,NA,61,NA,29,NA,82,NA,NA,NA,NA,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Real High condition,NA,0.67,NA,NA,NA,NA,NA,0.56,NA,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,Both,NA
25,Grover,2021,The moderating effects of emotional stability on the relationship between the Dark Triad and different measures of risk-taking,1,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,NA,NA,NA,19,NA,NA,NA,63,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,Adjusted pumps,Average number of pumps for the balloons that did not explode,-0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continous,NA
25,Grover,2021,The moderating effects of emotional stability on the relationship between the Dark Triad and different measures of risk-taking,2,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,NA,NA,NA,19,NA,NA,NA,63,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of explosions,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continous,NA
25,Grover,2021,The moderating effects of emotional stability on the relationship between the Dark Triad and different measures of risk-taking,3,Single,Sample 1,Lottery 1,Description,Mixed,Hypothetical,139,NA,NA,NA,84,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,NA,NA,NA,19,NA,NA,NA,63,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,Risk level,How much they would invest in a particular scenario,-0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continous,NA
25,Grover,2021,The moderating effects of emotional stability on the relationship between the Dark Triad and different measures of risk-taking,4,Single,Sample 1,Lottery 2,Description,Mixed,Hypothetical,139,NA,NA,NA,84,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,NA,NA,NA,19,NA,NA,NA,63,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,Risk level,How much they would invest in a particular scenario,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Age continous,NA
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,1,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted Number of Pumps,Average number of pumps on cash-out trials in the LOW risk condition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2A,Extreme groups (M+SD),NA
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,2,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted Number of Pumps,Average number of pumps on cash-out trials  in the HIGH risk condition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2A,Extreme groups (M+SD),NA
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,3,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of popped balloons in the Low risk condition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2B,Extreme groups (M+SD),NA
26,Cavanagh,2012,Individual differences in risky decision-making among seniors reflect increased reward sensitivity,4,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,23,NA,29,NA,12,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,73,NA,18,NA,63,NA,26,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of popped balloons in the HIGH risk condition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Figure 2B,Extreme groups (M+SD),NA
27,Koscielniak,2016,Effects of Age and Initial Risk Perception on Balloon Analog Risk Task: The Mediating Role of Processing Speed and Need for Cognitive Closure,1,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,81,NA,77,NA,81,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.86,NA,69.19,NA,18,NA,65,NA,23,NA,80,NA,1,NA,4.32,NA,NA,NA,NA,Adjusted pumps,Average number of pumps  on  the  balloons that did not  explode. For all types of first trials,NA,8.77,NA,0.23,NA,NA,NA,7.18,NA,0.24,NA,NA,NA,Extreme Group (M + SD),NA
27,Koscielniak,2016,Effects of Age and Initial Risk Perception on Balloon Analog Risk Task: The Mediating Role of Processing Speed and Need for Cognitive Closure,2,Single,Sample 1,Balloon Analogue Risk Task,Experience,Gain,Incentivized,NA,81,NA,77,NA,81,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.86,NA,69.19,NA,18,NA,65,NA,23,NA,80,NA,1,NA,4.32,NA,NA,NA,NA,Explosions,Number of explosions. For all types of first trials,NA,9.35,NA,0.41,NA,NA,NA,7.23,NA,0.42,NA,NA,NA,Extreme Group (M + SD),NA
28,Sullivan,2021,Associations between phasic arousal and decisions under risk in younger and older adults,1,Single,Sample 1,Risky choice task,Description,Gain,Incentivized,NA,39,NA,42,NA,20,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.51,NA,68.12,NA,18,NA,60,NA,32,NA,89,NA,3.7,NA,6.36,NA,NA,NA,NA,Proportion risky choice,Proportion of low probability decisions in the Baseline condition,NA,0.34,NA,0.03,NA,NA,NA,0.42,NA,0.03,NA,NA,NA,Extreme Group (M + SD),NA
29,Kurnianingsih,2015,"Aging and loss decision making: increased risk aversion and decreased use of maximizing information, with correlated rationality and value maximization",1,Single,Sample 1,Uncertainty-gains task,Description,Gain,Incentivized,NA,52,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6129,NA,0.5676,NA,NA,NA,NA,NA,21.9,NA,68.66,NA,19,NA,61,NA,26,NA,80,NA,1.69,NA,5.15,NA,NA,NA,NA,Premium value,Premium measures the degree to which the participant subjectively modifies the absolute expected value of a gamble due to outcome uncertainty. Risk trials,NA,0.65,0.66,NA,NA,NA,NA,0.55,0.61,NA,NA,NA,NA,Extreme Group (M + SD),NA
29,Kurnianingsih,2015,"Aging and loss decision making: increased risk aversion and decreased use of maximizing information, with correlated rationality and value maximization",2,Single,Sample 1,Uncertainty-losses task,Description,Loss,Incentivized,NA,60,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6129,NA,0.5676,NA,NA,NA,NA,NA,21.9,NA,68.66,NA,19,NA,61,NA,26,NA,80,NA,1.69,NA,5.15,NA,NA,NA,NA,Premium value,The premium value measures the degree to which the participant subjectively modifies the absolute expected value of a gamble due to outcome uncertainty. Risk trials.,NA,0.22,0.59,NA,NA,NA,NA,-0.17,0.31,NA,NA,NA,NA,Extreme Group (M + SD),NA
30,Chen,2021,Effects and mechanisms of information saliency in enhancing value-based decision-making in younger and older adults,1,single,Sample 1,Mixed lottery choice task,Description,Mixed,Incentivized,NA,44,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4091,NA,0.3922,NA,24.14,NA,71.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,5.02,NA,NA,NA,NA,Percentage of risky choices,Mean percentage of trials the lottery was accepted in the control  HH-H condition,NA,98.44,4.07,NA,NA,NA,NA,95.57,10.04,NA,NA,NA,NA,Extreme Group (M + SD),NA
