"ResponseID","Age","Gender","Education","Race","Income","Health","collect","LAScore","TrialType","Accept","Domain","Gamble","Block"
"R_1K7laVgnGJzGL7K",46,"Female",4,1,16,3,"second",1,"M.N.1",1,"Mixed","Negative Skew","1"
"R_wOkmrsnar14iUO5",66,"Female",5,1,7,4,"second",1.375,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1JF5FGub59wYbfJ",23,"Female",2,2,3,5,"second",2.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1I3DUxsDKaHYG0n",40,"Female",3,1,6,3,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3q9idvfpC6HzznM",27,"Male",3,4,11,5,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_6XXNNwDfyx0arhT",28,"Female",3,2,10,2,"second",0.875,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3qfKhEmjH9UfECO",68,"Female",3,1,2,4,"second",2.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3HY4LSqjtFlJyYH",21,"Female",3,7,3,1,"second",3.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3fdaK1aOXYYlGp7",44,"Male",4,2,6,5,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1In6084TWWoX5Bv",47,"Female",3,1,7,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3JkCTiDCzor3zUS",60,"Male",2,1,2,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3rIpLw1quNsXg0q",28,"Male",4,1,4,4,"second",7.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1FESSHpfaSzvjuT",47,"Male",3,7,7,4,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2Bm98IsCfBFp6N6",34,"Male",5,2,14,5,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2Qh1W3nhWr00TaB",21,"Male",4,3,3,2,"second",2.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_u3ubwuqRseexaDv",53,"Male",4,1,11,4,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1FsamUN6IsdBbF5",29,"Female",4,1,1,3,"second",1.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2WSXBNiDZh4MDi8",66,"Male",3,2,4,5,"second",0.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_OyeV9uz6CTz09KV",30,"Male",4,1,6,5,"second",3,"M.N.1",0,"Mixed","Negative Skew","1"
"R_8wB5gZX4zRcxD7H",23,"Male",3,1,6,3,"second",3.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2SojlGzIMLhPO28",55,"Male",2,1,7,5,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3kzSZGuqnzbQdhO",64,"Female",3,1,16,3,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1lod0hTkMidzJe1",60,"Male",3,1,6,3,"second",1.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2Et0jNRIoayONlc",56,"Male",3,3,6,5,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3e2IiKp498ZIHLd",72,"Female",2,1,7,3,"second",5.625,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3NLqDLS6IRW3C2W",74,"Female",4,2,8,3,"second",10,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2DSPajTFPncyTBz",72,"Female",4,1,4,3,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_SUBWSu2VPLPyyyd",43,"Male",4,1,16,3,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2gBZuVznHacJDi1",42,"Male",4,1,13,3,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_YRiXNOujAJqBSSd",36,"Male",3,1,16,4,"second",5.625,"M.N.1",0,"Mixed","Negative Skew","1"
"R_0PoIVDRcUutN82J",61,"Female",4,1,8,3,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_d6GbAjon8qbiX8l",31,"Male",5,1,3,2,"second",2.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_24cSmfKTaxPf2oh",49,"Male",2,1,5,3,"second",0.875,"M.N.1",1,"Mixed","Negative Skew","1"
"R_DxhiPGtSySH4VBD",31,"Male",2,4,2,5,"second",0.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2Cks7txeWvFCjz5",28,"Female",3,1,3,3,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1OuvYJ1ZQwnDA8w",68,"Male",5,1,6,5,"second",1.375,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3g79YbRJ6fQdid2",44,"Male",5,1,8,5,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3s5NjYIadHSAFN0",45,"Female",4,1,16,1,"second",10,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2QLr5tvuMmcEmot",45,"Female",2,1,6,5,"second",6.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3EmoRpv3RHT8s1j",60,"Male",2,1,2,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3rYXXSSFVqcWBmF",21,"Male",2,1,6,3,"second",2.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2yfPEn59RL0tkvy",80,"Male",3,1,2,3,"second",5.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_0rFFW2XQTF6CqFH",65,"Female",3,1,2,5,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1eS2oVgKMrbu5Re",75,"Male",3,1,6,3,"second",3.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3CGTt5NpSCvCaUA",42,"Female",3,1,3,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2PhxU2xrXFCJZJr",44,"Female",2,1,7,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_BJ58gRitMXzs5Al",49,"Male",4,1,7,2,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1B8bC8TLE6eov3X",59,"Male",3,1,10,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2wF5FHAwowRnfUt",68,"Male",3,1,6,4,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3fVjNUvpj94534b",66,"Female",2,1,3,4,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1MY57g0f0deHqwa",41,"Female",2,1,7,3,"second",7.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_6M4CwbYZ8bKZnod",49,"Male",4,1,16,3,"second",1.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2sU65mLYgVTwGRu",53,"Male",2,1,15,2,"second",6.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3C8MMeu7sVuR5Yt",61,"Female",4,1,7,3,"second",6.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_DJj9V9rAarPvwmB",48,"Male",3,1,6,5,"second",4.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3JfpqFEsQqHI3wN",72,"Male",6,1,11,3,"second",3.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_Z4wgctggzfoXKtb",58,"Male",2,1,5,4,"second",2.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1Qm6n4SuywiJRwN",35,"Male",2,1,1,5,"second",10,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3McGXZGkd0EAasq",58,"Male",3,1,4,3,"second",3,"M.N.1",0,"Mixed","Negative Skew","1"
"R_DUzC8g9nkGoJorf",27,"Male",2,2,6,5,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2YEbWEkiS53WKxf",75,"Female",2,1,3,4,"second",2.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3EG2lTIrxcL2CWf",53,"Male",4,1,16,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3JjX6BvzXarvA3b",61,"Male",3,1,5,4,"second",2.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2YyQw0rwn4E22o9",51,"Male",2,1,6,5,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3nDCMud3HYqISSW",44,"Male",1,2,2,5,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1ClrzP2iXkgy1YE",66,"Female",3,1,4,3,"second",3.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3imLvD91IpKIEGn",31,"Male",2,4,2,5,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1IYJ6z3zzxzyiog",27,"Male",2,1,1,1,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3nAzoTAWP48W8Ua",60,"Female",3,1,8,4,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3EMzx2007vSB1Hb",64,"Male",3,1,2,3,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_eksArCZWOL7Pvup",33,"Male",6,1,5,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1FnftpXsHy52p5T",66,"Female",2,1,8,1,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1GIVbOb6VMQVLfF",62,"Female",3,1,6,5,"second",10,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1ImIRvZejazLjTm",58,"Male",2,1,10,5,"second",3.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2eRxZcNdTRw8g0H",38,"Male",4,3,10,3,"second",2,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1nZT4w51ahA54RD",60,"Female",4,1,13,4,"second",2.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2wcoggT7iMuoqYu",53,"Male",5,1,5,5,"second",1,"M.N.1",1,"Mixed","Negative Skew","1"
"R_SBi4LlIciwUBrNL",38,"Male",4,1,8,5,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_p0j6vhsiZOJ4ca5",65,"Female",2,1,5,2,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1EWBBtk64VqZgel",50,"Male",3,1,1,3,"second",1.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2OOVCqkh40eY6g1",38,"Male",4,1,1,4,"second",2.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1gBbN20ZOA3iX1e",31,"Male",4,4,2,5,"second",5.625,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3syIjvXC4yJ24xs",67,"Male",3,1,5,3,"second",1.375,"M.N.1",1,"Mixed","Negative Skew","1"
"R_0VgmO11ZGmI5Srn",63,"Male",5,1,11,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_xAx5m7xQa8tCs7f",38,"Male",3,2,2,4,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3OhqRgjeJ6HV8QN",30,"Male",4,1,9,5,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1CBK8tLH77qtSNT",39,"Male",4,1,3,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_33Eya1BAbHarKy2",30,"Male",3,1,12,4,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_cACxwS2LRmpHesp",64,"Male",3,1,4,4,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_ZJh8tewDluYAdLr",63,"Male",4,1,5,5,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1jB9JBhfywMKA1i",47,"Male",5,1,9,5,"second",1.375,"M.N.1",0,"Mixed","Negative Skew","1"
"R_DFWvktL1OdAbeIF",25,"Male",3,6,3,5,"second",1.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_DFZfu2G6tkDHARj",61,"Male",5,1,8,3,"second",1,"M.N.1",1,"Mixed","Negative Skew","1"
"R_29hpAZdetyjKFXS",41,"Male",5,8,10,3,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_qVmyNHGLDn8ZQmR",68,"Male",6,1,6,3,"second",2.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_ssSG4xkFYGldwM9",65,"Male",3,2,2,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2VdMQGWZkwKkdtY",59,"Male",4,1,16,3,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_ZvEaIhLkCdptDd7",61,"Male",3,8,8,3,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2ylb4zS69klzK16",51,"Male",3,1,6,2,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2SJngqaT3XLjAhD",34,"Male",6,3,16,4,"second",2.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1j6NyooESygOKbs",78,"Male",3,1,8,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2eRVeg4mbeV0E52",53,"Male",3,1,5,2,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3ebkm65tSISzX9Y",44,"Male",4,1,5,3,"second",2.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_dhDC613VDPrk0GR",38,"Male",4,2,3,4,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_vrbZvlaoCuDeh9v",25,"Male",3,4,2,3,"second",5.625,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3ELpiYvgLgDvOb8",72,"Female",4,1,12,5,"second",10,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1mLzDVCPtWFJRoA",57,"Male",2,1,5,3,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_yka2KBkByrxDB5f",70,"Male",2,1,3,3,"second",5.625,"M.N.1",1,"Mixed","Negative Skew","1"
"R_20Sw4UCGUxOEHQ1",40,"Male",3,7,3,4,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_0SZArUfDf5B4BJ7",52,"Male",3,1,9,4,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2SIz0NdBT0mvqbp",71,"Female",2,1,2,5,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_7R4GLY1yhCFx8K5",75,"Male",4,1,11,4,"second",2.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1jqDnMFWYUIKtfr",74,"Male",2,1,4,2,"second",3.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_Z4g6WM4zrsmsyHv",31,"Male",4,1,9,3,"second",0.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3F4oJXIm0BzYkgB",32,"Male",4,3,6,5,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2qz6rgLXwj6HXYL",28,"Male",3,1,2,3,"second",7.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3qlB5qy2WSe4VyY",53,"Male",4,2,7,4,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3MyxhvyDTGUTyiU",30,"Male",4,1,15,5,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_O3gB7h5HAbRfBbr",44,"Male",3,1,15,3,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_6omNNMxsyAMJP7X",75,"Female",3,1,2,3,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1pXw5yHSuCtXK1S",37,"Male",3,2,8,3,"second",0.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1dH9WCpLnS2Wha1",59,"Male",2,1,2,5,"second",0.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_beYUf7kkY1vzCgx",34,"Male",4,3,11,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_RKwPbzHbU5cYEJb",26,"Male",3,1,8,5,"second",2.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3hFpNLVvuLgqCoj",49,"Male",2,1,4,5,"second",1,"M.N.1",0,"Mixed","Negative Skew","1"
"R_12hHTbeQKsCK7CE",47,"Male",3,2,5,5,"second",0.875,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2qa7nb3Ixlyvzte",46,"Male",2,1,6,4,"second",2.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3DhymikRvnbev6X",48,"Male",3,1,6,5,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3JEGGNRb4zVUIyV",32,"Male",3,1,3,3,"second",1.375,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3q9SSOVKeUtr9yR",47,"Male",4,3,7,5,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2960CClpiOwmY19",70,"Female",4,1,3,4,"second",6,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3CN7RVguAgAX8N2",24,"Male",4,1,15,5,"second",5.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3G6zhzM3X7hTFOG",78,"Female",3,1,2,2,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_265TaFb80YWPI1A",71,"Male",6,1,13,4,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_OHDyTNq0eI5NP7b",35,"Male",2,1,5,5,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2eXNvAvnNnFtwit",35,"Male",2,3,4,4,"second",1.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_9HmAoPdMTkYYkZr",47,"Male",2,1,2,3,"second",1,"M.N.1",1,"Mixed","Negative Skew","1"
"R_0OpHubC24zvUEIV",49,"Male",6,1,6,4,"second",6.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_CaIWteWBD03yY01",72,"Female",3,1,4,4,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3rJbbY2guTvm0sH",35,"Male",5,4,4,5,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1JCUHv3KUzxrYvm",41,"Male",3,1,10,5,"second",1,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2awzjPWDbYRHjZq",48,"Male",4,1,11,3,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2EsYKzzmTWypzxv",27,"Male",4,3,4,3,"second",1.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3RgvkYklRT6wnLM",49,"Male",3,1,5,3,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1BOWwOfik1ahgIk",73,"Male",4,4,2,2,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2S7FM33gZo4mSyW",70,"Female",2,2,5,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1NfB4Af2Dx8TIAA",75,"Female",4,1,5,4,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_10Oy4VFWh7RAlfs",77,"Female",2,1,3,4,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_DqO9nmRI9QtD8bL",72,"Female",4,2,4,4,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2wFSd7K78RfWdUo",74,"Female",3,1,5,4,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3OemTnoaIGl0ups",32,"Male",3,1,6,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2qzcjTTkRjqTNI2",76,"Female",3,1,4,4,"second",5.625,"M.N.1",1,"Mixed","Negative Skew","1"
"R_ahL6YsCzc2GRio1",25,"Male",3,7,7,3,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_271XKeDwySWQ0VA",26,"Male",2,2,6,5,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1gORDKTzvFtdLyy",75,"Female",4,1,6,3,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2VL4HkhCNHrcTKU",70,"Male",2,1,6,4,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3LbrUu2ZV49jsjC",70,"Male",2,1,3,4,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3qNYuKQNJFUHLzE",29,"Male",3,1,4,4,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_31YS3RuwZ9y0tfP",29,"Male",4,1,4,3,"second",6.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_Uxsi7OBS5fdPwSB",77,"Male",2,1,6,3,"second",7.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3P4UGYmbOG8hHXS",77,"Female",4,1,5,4,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_21tWjcjTroe2CGN",73,"Male",2,1,3,2,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2OZS463bZ5fNdIJ",70,"Male",2,1,5,4,"second",1.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_ABdWPVzuHTbYw8N",71,"Male",4,1,6,3,"second",1.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2pVu8pHpDgut0zx",70,"Male",6,1,6,3,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3kjNDsjJ2juaI2c",24,"Male",5,1,7,4,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2cpVik16ErI6BPW",25,"Male",6,1,5,3,"second",3.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3nNvOQJjmkfmU6P",26,"Male",3,1,6,2,"second",1,"M.N.1",0,"Mixed","Negative Skew","1"
"R_vqo1FMKNbGFmp4l",74,"Male",3,1,5,4,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3FKH5gFwoLckTv4",72,"Male",2,2,4,1,"second",0.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_1d0tmOnfhn2dNe3",70,"Male",3,1,5,4,"second",7,"M.N.1",0,"Mixed","Negative Skew","1"
"R_28IIngFLSj0DqOp",75,"Male",6,1,16,3,"second",2,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3z3Hx2SBQ0G6mgF",70,"Male",3,1,4,2,"second",7.5,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2fy2A1rg9JU6exg",77,"Male",3,1,6,4,"second",0.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_12ziEQVlcBPq163",73,"Male",3,2,14,5,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_AuOnmB4omXIbRgl",75,"Male",4,3,4,3,"second",2.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3EYk4AbHdQHt9pS",72,"Male",3,1,4,5,"second",1.125,"M.N.1",0,"Mixed","Negative Skew","1"
"R_0i8ErUEjGMZnzYB",74,"Male",5,1,7,5,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3G0pgYOfqmyNMQU",72,"Male",3,1,7,3,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2EtWEJIV6Xcq8pK",70,"Male",5,1,15,3,"second",10,"M.N.1",0,"Mixed","Negative Skew","1"
"R_Ofbq9mHG2yUxK3D",75,"Male",4,1,7,3,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2BlhXTOATUePyHA",74,"Male",2,1,11,4,"second",3.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_PtfTx8Q2PRDXmWR",75,"Male",2,1,2,3,"second",0.875,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2bOXM3xogtIbC8V",70,"Male",3,1,12,4,"second",4.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3TQSopS7Y0jRisV",74,"Male",6,1,16,5,"second",5.25,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3fDVVQk2NmGL9qT",82,"Male",1,1,5,4,"second",5.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_1mIRouggqGnEfIB",72,"Female",2,1,1,2,"second",1.125,"M.N.1",1,"Mixed","Negative Skew","1"
"R_3IWrQdXjEA7xx0W",80,"Male",3,1,5,4,"second",2.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_RmddtBzPGE3LnSF",70,"Female",2,2,2,3,"second",1.375,"M.N.1",0,"Mixed","Negative Skew","1"
"R_Bu0cviksdDrvWq5",76,"Female",2,1,4,4,"second",5.5,"M.N.1",1,"Mixed","Negative Skew","1"
"R_128ZIGsXvRbhZD0",70,"Female",3,1,6,3,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_2WDpwBV51MO6tWE",26,"Male",4,4,6,4,"second",0.75,"M.N.1",1,"Mixed","Negative Skew","1"
"R_2rV0bu9hwtBf2gr",27,"Male",3,1,3,1,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_78vgHkOrnD8DsSB",72,"Female",4,1,7,4,"second",2.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_3sgHh5NLSQnWPIu",26,"Male",2,1,1,5,"second",1.25,"M.N.1",0,"Mixed","Negative Skew","1"
"R_skdRsnZFcwHiyK5",77,"Female",3,1,5,5,"second",0.75,"M.N.1",0,"Mixed","Negative Skew","1"
"R_31XFcrWZhV5ciPC",67,"Female",3,1,2,4,"first",3.5,"M.S.1",0,"Mixed","Symmetric","1"
"R_6r523La45zVRK3n",53,"Female",3,1,10,3,"first",1.125,"M.S.1",0,"Mixed","Symmetric","1"
"R_231vyEdtzUiphWc",58,"Male",3,1,7,4,"first",1.25,"M.S.1",1,"Mixed","Symmetric","1"
"R_1jBrPBduD88fWfu",47,"Male",3,1,4,4,"first",3.5,"M.S.1",1,"Mixed","Symmetric","1"
"R_12oodrXmGFYH3CK",47,"Female",4,1,11,4,"first",1.75,"M.S.1",1,"Mixed","Symmetric","1"
"R_2cdvVXdbiXLPthE",72,"Female",2,1,2,4,"first",2,"M.S.1",1,"Mixed","Symmetric","1"
"R_3Ld5i5x4odqcmW1",65,"Female",4,1,2,3,"first",3.5,"M.S.1",1,"Mixed","Symmetric","1"
"R_3MsA3khodKusQSS",70,"Female",3,1,3,3,"first",10,"M.S.1",0,"Mixed","Symmetric","1"
"R_4PjHmPbfb81opm9",31,"Female",2,1,4,5,"first",1.125,"M.S.1",1,"Mixed","Symmetric","1"
"R_29al8bbGF8JDcbO",66,"Male",3,1,4,3,"first",10,"M.S.1",0,"Mixed","Symmetric","1"
"R_1P62R1oi8Sp54oq",65,"Male",2,1,4,3,"first",10,"M.S.1",1,"Mixed","Symmetric","1"
"R_1oqcy18UOywVvyU",22,"Female",3,1,8,4,"first",5.5,"M.S.1",1,"Mixed","Symmetric","1"
"R_QcvvNE30E4DJv5n",68,"Male",3,5,4,1,"first",10,"M.S.1",0,"Mixed","Symmetric","1"
"R_2yad6Qf8DIFLWTF",21,"Female",3,1,1,3,"first",5.25,"M.S.1",1,"Mixed","Symmetric","1"
"R_2t3dE1ZVcA7Ququ",30,"Female",5,1,13,5,"first",1,"M.S.1",0,"Mixed","Symmetric","1"
"R_3qQbLO7sH3wqjUd",24,"Female",2,1,2,4,"first",1.5,"M.S.1",1,"Mixed","Symmetric","1"
"R_2qaDzRvrSYH2toB",55,"Male",4,1,5,3,"first",1.125,"M.S.1",1,"Mixed","Symmetric","1"
"R_yU4UgwH4OSj0vER",34,"Female",4,4,5,3,"first",1.375,"M.S.1",1,"Mixed","Symmetric","1"
"R_ufA7z9ijgPqMzDj",24,"Female",4,1,4,4,"first",7.5,"M.S.1",0,"Mixed","Symmetric","1"
"R_DJm68pHfCGCTDX3",64,"Female",2,1,11,5,"first",1.125,"M.S.1",0,"Mixed","Symmetric","1"
"R_3hxzTD15F7bxGxp",44,"Female",2,1,1,5,"first",5.5,"M.S.1",1,"Mixed","Symmetric","1"
"R_3G3ZplsqrNgrtJS",60,"Male",4,1,4,3,"first",1.125,"M.S.1",1,"Mixed","Symmetric","1"
